noyes,id,bdb,cle,kbc,og,vuu,gb,xxp,rao,at,mt,lf,zq,zf,ihj,ptj,fq
no,133043,dt,fpj,zl,kc,3.74,1,ptn,e2,zgp,0.5,xp,1.0954387,1.35355422816531,0.424271,2.28187827233739,bhe
no,34625,xy,cqy,wh,kc,3.61,0,ndk,e2,ghz,0.8,xp,9.5037172,1.30708611504946,0.316226,1.70754397103254,ntg
yes,135157,cu,fpj,sv,kc,3.16,0,ndk,e6,urz,0.6,rw,2.5678286,1.38143671580053,0.316226,1.70008813650648,akk
no,192849,be,fpj,uz,kc,3,0,ndk,e2,urz,0.4,rw,5.7959508,1.37683703572854,0.316226,1.6583899752698,akk
no,579754,cu,fpj,wh,kc,3.32,1,ndk,e2,zgp,0,xp,4.2346164,1.4,0.447206,2.0766889029548,akk
no,387738,xy,fpj,zl,kc,3.32,0,ndk,e2,zgp,0.2,rw,6.0498202,1.38262785209842,0.400004,1.8884595362566,bhe
yes,68359,cu,cqy,zl,kc,2.65,0,ptn,e2,urz,0.7,xp,12.177466,1.40742880178509,0.400004,1.74406152390694,bhe
no,513300,be,cqy,ld,je,2.83,0,ndk,e2,ghz,0.4,rw,7.0518779,1.38871121270789,0.316226,1.62371277530392,bhe
no,349529,xy,cqy,wh,kc,3.16,0,ndk,e2,urz,0.1,rw,5.9735457,1.352134400937,0.316226,1.59881679182844,ntg
yes,45829,rh,fpj,zl,kc,2.83,1,ndk,e7,zgp,0.3,xp,7.459481,1.39749929124711,0.374171,1.70927841066605,bhe
no,512805,cu,cqy,wh,kc,3.16,0,ndk,e2,urz,0,xp,4.5591229,1.28878929095102,0.316226,1.60926993378315,ntg
no,594439,rh,fpj,wh,kc,3.46,0,ndk,e2,urz,0.2,xp,10.867856,1.36661320093954,0.374171,1.73440295003571,akk
no,82259,rh,fpj,wh,kc,1.73,0,ndk,e2,pxe,0,xp,1.4382049,1.30330893386272,0.315588,1.55028764815878,akk
no,287911,be,fpj,wh,kc,3.74,0,ndk,e2,zgp,0.3,xp,5.2352379,1.3286269607905,0.374171,1.97798071996777,bhe
yes,32839,xy,fpj,uz,kc,2.45,0,ndk,e2,zgp,0.6,rw,7.0274548,1.36399590727583,0.316071,1.61304394739188,bhe
no,465207,cu,fpj,sv,kc,3.16,1,ndk,e2,ghz,0.2,rw,10.714061,1.3850938385195,0.374171,1.76899855991248,bhe
no,507180,rh,cqy,zl,kc,3.32,0,ndk,e2,ghz,0.3,xp,12.02318,1.38871121270789,0.374171,1.71359044742625,bhe
no,164981,eb,fpj,wh,kc,1.41,0,ndk,e2,ghz,0.3,xp,5.5810405,1.28982506362116,0.315278,1.49178059496015,bhe
yes,243336,cu,fpj,wr,je,2.83,0,ptn,e8,pxe,1.7,xp,5.5085498,1.33911809144429,0.424271,1.7843511317964,bhe
yes,106328,rh,fpj,zl,je,3.46,0,ptn,e2,zgp,0.5,xp,4.9849086,1.33480793848812,0.400004,1.93991261788515,akk
no,197291,mf,fpj,sv,kc,3.32,1,ndk,e2,urz,0.5,rw,3.2043873,1.39075960119737,0.374171,1.74067125089431,ntg
yes,57591,mf,fpj,zl,kc,3.61,1,ndk,e2,zgp,0.3,rw,8.1137744,1.3090361286447,0.374171,1.84559158508729,bhe
no,141395,cu,cqy,ln,kc,3.16,0,ndk,e2,ghz,1.2,xp,9.8229374,1.42450507672066,0.447206,1.82787134815247,akk
yes,296095,rz,fpj,wr,je,2.24,0,ptn,e2,zgp,0.4,wp,8.3331823,1.30414004498471,0.316071,1.59852315706506,bhe
no,435100,eb,fpj,zl,je,1,0,ndk,e2,zgp,0.6,xp,1.7577628,1.30495796787837,0.316071,1.44645172633102,ntg
no,331955,cu,fpj,wh,kc,3.32,1,ndk,e2,zgp,0.2,xp,5.3009527,1.3850938385195,0.374171,1.79467753736867,bhe
no,142599,be,fpj,sv,kc,2.83,0,ndk,e2,urz,0.2,rw,3.8589045,1.42953015606929,0.424271,1.8152811863683,akk
no,121820,cu,cqy,wh,kc,2.83,1,ndk,e2,urz,0.2,xp,7.116926,1.39749929124711,0.400004,1.73718724343286,bhe
no,191214,mf,fpj,sv,kc,3.46,0,ndk,e2,zgp,0.2,rw,5.2266643,1.398492469418,0.400004,1.98650420198262,bhe
no,312157,cu,fpj,ld,je,3.32,0,ndk,e2,ghz,0.3,rw,7.4921553,1.38262785209842,0.400004,1.90873443392036,bhe
no,79526,eb,cqy,zl,kc,2.83,1,ndk,e2,ghz,1.2,xp,8.9507858,1.4,0.400004,1.8296544613685,akk
no,155606,cu,fpj,wh,kc,2.83,0,ndk,e2,urz,0.2,xp,7.0724792,1.42427323078525,0.400004,1.71422040905773,bhe
no,544502,eb,fpj,wh,kc,3.61,0,ndk,e2,zgp,0.3,xp,5.9443422,1.32481276264143,0.400004,1.8242908743995,bhe
no,158153,rz,fpj,sv,kc,3.32,1,ndk,e2,ghz,0,rw,5.200333,1.42366887973825,0.400004,1.89574894825355,bhe
no,370253,xy,fpj,wh,kc,2.83,0,ndk,e2,urz,0.2,xp,10.755435,1.4,0.424271,1.84661784667654,akk
no,383078,eb,fpj,zl,kc,2.65,1,ndk,e2,ghz,0,wp,8.143132,1.39075960119737,0.374171,1.62602251208818,bhe
no,386041,cu,fpj,wh,je,3.61,0,ndk,e2,urz,0.2,xp,1.3343058,1.37081670414263,0.400004,1.89922056631939,bhe
no,174633,xy,fpj,zl,kc,3.61,1,ndk,e2,urz,0.2,xp,3.52002,1.37549098080702,0.316226,1.77405020700571,akk
no,319367,xy,fpj,sv,kc,3.61,1,ndk,e2,urz,1,rw,3.0331074,1.33075419135778,0.424271,2.00228182524194,akk
no,9611,rz,cqy,sv,kc,3.32,0,ndk,e2,urz,1.2,rw,0.70681518,1.40619401649356,0.447206,1.82883801337736,bhe
no,431750,xy,fpj,uz,kc,2.65,0,ndk,e2,urz,0,rw,8.8904603,1.38613111901209,0.374171,1.65242201838672,bhe
yes,104193,cu,cqy,sv,kc,3.32,0,ndk,e6,urz,0.3,rw,9.5043439,1.34728121567602,0.316226,1.6388909059055,ntg
no,39311,cu,fpj,kd,kc,3.46,0,ndk,e2,ghz,0.3,xp,3.8850214,1.34437829779384,0.400004,1.94450168418066,bhe
no,95308,cu,fpj,sv,je,3.16,0,ndk,e2,urz,0.2,rw,4.2849661,1.37801536275304,0.400004,1.76024112179731,akk
no,26383,eb,fpj,uz,kc,3.16,1,ndk,e2,urz,0.7,rw,5.6231395,1.3850938385195,0.374171,1.76967753069077,bhe
no,510878,cu,cqy,wh,kc,3.16,0,ndk,e2,ghz,0.2,rw,6.0694128,1.40865292182218,0.387302,1.90435923381726,akk
no,97239,xy,fpj,wh,je,3.61,0,ndk,e2,zgp,0.2,xp,4.3561177,1.36153384487713,0.316226,1.82896626697636,bhe
no,237625,xy,fpj,wh,kc,2,0,ndk,e2,zgp,0.2,xp,1.0679379,1.28878929095102,0.316226,1.53707590525137,bhe
no,111117,xy,cqy,zl,je,3.46,0,ndk,e2,urz,0.4,xp,8.994129,1.3788067463233,0.424271,2.13827165782732,akk
no,416238,cu,fpj,wh,kc,3,0,ndk,e2,urz,0.2,rw,7.8515359,1.30330893386272,0.316226,1.6179104006772,akk
no,143843,cu,fpj,wh,kc,3.32,0,ndk,e2,ghz,0.2,xp,7.7088662,1.35986969267166,0.316226,1.69338061510169,bhe
yes,155093,xy,cqy,zl,kc,3.61,1,ndk,e2,zgp,1,xp,2.2591209,1.42415029734802,0.400004,2.30145122609661,bhe
no,219990,xy,fpj,fv,kc,3.46,0,ndk,e2,urz,0.3,rw,4.7353064,1.31032482838965,0.316226,1.77339417867202,bhe
no,320893,dt,cqy,zl,kc,3.32,1,ndk,e2,urz,1.5,ii,6.3977428,1.44406792545186,0.447206,2.21346243985188,akk
no,539861,xy,fpj,sv,je,2.45,0,ndk,e2,ghz,0.3,rw,7.3527075,1.54176047360537,0.528955,2.03800641297877,akk
no,32438,xy,fpj,wh,kc,1.41,1,ndk,e2,ghz,0.4,xp,3.7065575,1.30610550801243,0.316071,1.50078491199052,bhe
no,190846,eb,cqy,wh,kc,3.16,0,ndk,e2,ghz,1,xp,2.5738199,1.39075960119737,0.374171,1.70989969588004,bhe
no,249952,be,fpj,sv,kc,2.65,0,ndk,e2,urz,0,rw,9.9950496,1.41857307596627,0.424271,1.8583142041473,akk
yes,183514,rh,fpj,zl,kc,2.45,1,ndk,e2,urz,0.9,xp,8.5966535,1.37814391700017,0.387302,1.73875145254151,bhe
no,390572,cu,fpj,wh,kc,2.83,0,ndk,e2,ghz,0.1,xp,4.9571756,1.38262785209842,0.400004,1.77442494187552,bhe
no,200427,xy,fpj,zl,kc,3.16,0,ndk,e2,urz,0,xp,3.9116905,1.37455885815835,0.316226,1.72277690595624,bhe
no,315394,cu,fpj,sv,je,2.65,1,ndk,e2,zgp,0.1,rw,7.4371616,1.39369256405331,0.316226,1.62508867491991,akk
no,545951,dt,afs,zl,kc,3.16,0,ndk,e2,urz,0.6,rw,6.0315803,1.37801536275304,0.400004,1.77984642150441,akk
yes,9633,xy,fpj,zl,kc,3.16,1,ndk,e5,urz,0.8,wp,6.0590447,1.31032482838965,0.316226,1.72527319897238,bhe
no,104144,dt,fpj,zl,kc,3.16,0,ndk,e2,ghz,0.2,xp,6.5323874,1.40619401649356,0.447206,1.7876694793999,bhe
yes,354624,dt,fpj,zl,kc,3.46,0,ndk,e8,pxe,0.7,xp,11.093604,1.36673821061022,0.447206,1.9743690811375,akk
no,281400,cu,cqy,wh,kc,3.61,1,ndk,e2,zgp,0.2,xp,3.9143959,1.32694675332288,0.400004,1.89807593864095,akk
no,476939,eb,fpj,sv,kc,2.83,0,ndk,e2,zgp,0,rw,7.208137,1.3507076423861,0.316226,1.58330629375657,ntg
yes,495082,rz,fpj,sv,kc,3.74,0,ndk,e2,ghz,0.5,rw,8.5814258,1.40174612986569,0.400004,1.93755201985231,akk
no,330603,xy,cqy,wh,kc,3.46,1,ndk,e2,urz,0.3,rw,8.8230059,1.38483881264338,0.400004,1.82205892697639,bhe
yes,282041,xy,cqy,mo,kc,2.24,0,ndk,e2,pxe,1.1,xp,5.8965978,1.35566450522281,0.316071,1.52489569312909,ntg
no,265202,cu,fpj,zl,kc,3.16,0,ndk,e2,urz,0.2,xp,5.0723932,1.37683703572854,0.316226,1.66938888163058,akk
no,307907,cu,fpj,wr,je,3.61,0,ndk,e2,urz,0.3,xp,5.0975586,1.34728121567602,0.316226,1.68386030548179,ntg
yes,524060,xy,cqy,zl,kc,2.24,1,ptn,e1,urz,0,xp,8.3563516,1.3449649200723,0.446991,1.68288598587557,akk
yes,529185,mf,fpj,wr,kc,1.41,0,ptn,e2,urz,0,xp,7.5648295,1.32016243958924,0.316071,1.52642162779903,akk
no,75265,cu,fpj,zl,je,3.32,0,ndk,e2,ghz,0.3,xp,1.9124749,1.38495818581746,0.374171,1.77970074013954,bhe
no,523232,dt,afs,fv,kc,3.46,0,ndk,e2,urz,0.8,rw,6.2561432,1.40459000316467,0.400004,1.87055221392262,bhe
yes,234304,eb,fpj,uz,kc,3.46,1,ndk,e2,ghz,0.3,rw,9.626762,1.49758705882656,0.447206,2.49157136185654,bhe
no,392362,dt,fpj,zl,je,3.61,0,ndk,e2,urz,0.3,xp,3.4611581,1.40174612986569,0.374171,1.83754840552963,akk
no,563881,cu,cqy,wh,kc,3.32,0,ndk,e2,pxe,0,xp,1.4536728,1.35833863709556,0.316226,1.6706230561053,bhe
no,447004,xy,cqy,wh,kc,3.46,1,ndk,e2,urz,0.1,xp,7.3866197,1.29916821131066,0.316226,1.72007882055647,bhe
yes,152350,xy,fpj,wh,je,3.16,0,ndk,e6,zgp,0.5,ii,4.9948903,1.33615155846262,0.387302,1.96607149428584,akk
no,277259,xy,fpj,wh,kc,3.61,1,ndk,e2,urz,0.2,xp,8.4965627,1.37933907956008,0.374171,1.83823432688759,bhe
no,524154,cu,fpj,kd,je,3.16,0,ndk,e2,ghz,0,xp,4.2988761,1.28878929095102,0.316226,1.60513809972646,ntg
no,517367,xy,fpj,wh,kc,2.83,0,ndk,e2,zgp,0.2,xp,5.2777091,1.30330893386272,0.316226,1.59677544584238,akk
no,93343,cu,fpj,zl,kc,3.32,0,ndk,e2,urz,0.8,xp,4.8300172,1.34728121567602,0.316226,1.6380258222979,ntg
yes,365266,xy,fpj,zl,kc,3.16,0,ndk,e8,zgp,0.7,rw,7.685142,1.36673821061022,0.316226,1.66230673757958,bhe
yes,430514,eb,fpj,zl,kc,2.24,1,ptn,e2,zgp,0.5,xp,2.3351193,1.39585019444349,0.399874,1.66576831656126,bhe
no,388137,xy,fpj,sv,kc,1.73,0,ndk,e2,ghz,0.2,rw,8.6835191,1.4116966946462,0.445425,1.66995802540437,bhe
no,3414,dt,fpj,zl,kc,2.83,0,ndk,e2,urz,0,xp,10.207189,1.40619401649356,0.447206,1.72762868770036,bhe
no,369442,rh,cqy,wh,kc,3.32,0,ndk,e2,urz,1,xp,1.1306583,1.36193976451244,0.316226,1.67531691371768,bhe
no,48248,cu,fpj,kd,kc,3.61,0,ndk,e2,zgp,0.3,xp,2.702247,1.29257650509336,0.316226,1.69938755165723,bhe
yes,521071,mf,cqy,wr,kc,3.16,1,ndk,e2,urz,0.2,xp,6.2510448,1.3424943054542,0.400004,1.87608547464403,bhe
no,580631,xy,cqy,kd,kc,3.61,1,ndk,e2,urz,0.1,xp,6.5734385,1.31811510958816,0.316226,1.79571778637083,bhe
yes,388116,xy,cqy,wr,kc,3.16,1,ndk,e1,ghz,1.4,xp,7.3387965,1.30495796787837,0.374171,1.90413144350189,ntg
no,40406,eb,fpj,wh,kc,0,1,ndk,e2,zgp,0.2,xp,6.5280167,1.36125183038796,0.315278,1.4524864144848,ntg
no,417219,rz,fpj,uz,kc,2.45,0,ndk,e2,urz,1.3,rw,11.0456,1.37814391700017,0.387302,1.70025127646703,bhe
no,483194,xy,fpj,uz,kc,2.83,0,ptn,e2,ghz,0.3,rw,6.9120739,1.38079399637577,0.374171,1.79894080929957,bhe
no,302944,cu,fpj,zl,kc,3.32,0,ndk,e2,zgp,0,rw,3.3693665,1.35986969267166,0.316226,1.70650959752475,bhe
no,321570,rh,cqy,sv,kc,3.32,0,ndk,e2,zgp,0,xp,5.4614883,1.3850938385195,0.374171,1.7861679037067,bhe
yes,315732,dt,fpj,wh,kc,3.74,0,ndk,e2,urz,0.6,xp,12.183184,1.36661320093954,0.316226,1.80780314850865,bhe
yes,347915,cu,fpj,zl,kc,3.61,1,ptn,e2,urz,0.4,ii,7.5469652,1.35000918614512,0.424271,2.26458453202087,akk
no,403893,eb,fpj,zl,kc,3,0,ndk,e2,ghz,0.7,xp,3.8736274,1.38262785209842,0.400004,1.81215435215134,bhe
no,246169,dt,fpj,sv,kc,3.46,1,ndk,e2,ghz,1.3,rw,5.0668496,1.42366887973825,0.400004,1.93430251849403,akk
yes,164039,cu,cqy,zl,kc,2.83,0,ndk,e2,urz,1.1,rw,6.5434527,1.36851015521846,0.316226,1.63099558408897,bhe
no,283185,dt,fpj,zl,kc,3,0,ndk,e2,urz,0.9,xp,6.1904075,1.42719071212947,0.447206,1.86864776935845,bhe
yes,456980,mf,fpj,mo,kc,0,0,ndk,e3,ghz,0.7,wp,9.1857032,1.3626278319083,0.315588,1.47309399188513,bhe
no,245656,xy,fpj,wh,je,3.74,1,ndk,e2,ghz,0.2,xp,2.3097067,1.36193976451244,0.316226,1.74499198506345,bhe
yes,175911,dt,fpj,zl,kc,3.32,1,ptn,e2,zgp,1.6,xp,3.2980622,1.38196681182598,0.447206,2.00552744961668,bhe
no,579578,cu,fpj,wh,je,3.61,0,ndk,e2,zgp,0.2,rw,5.3268786,1.32877644280939,0.400004,1.82761571553542,bhe
no,50998,xy,fpj,zl,je,3.74,0,ndk,e2,urz,0.3,ii,8.6617799,1.4,0.424271,2.01382224529664,akk
no,164343,xy,cqy,zl,kc,3.46,0,ndk,e2,urz,0.2,xp,2.230852,1.40865292182218,0.387302,1.97653066432665,akk
no,366975,mf,fpj,wh,kc,2,0,ndk,e2,ghz,0.5,xp,0.4646186,1.398492469418,0.3995,1.60091515801236,bhe
no,535719,xy,cqy,wh,je,3.74,0,ndk,e2,zgp,0,xp,8.2661842,1.38210771151283,0.374171,2.05958703615008,bhe
no,424996,xy,afs,zl,je,3.61,1,ndk,e2,zgp,0.3,xp,8.3588362,1.29916821131066,0.316226,1.77979007875829,bhe
no,419876,xy,fpj,zl,kc,1,0,ndk,e2,ghz,0.7,xp,5.9788872,1.28878929095102,0.316226,1.48444858885816,ntg
no,106548,xy,fpj,wh,kc,2.65,0,ndk,e2,ghz,0.2,xp,2.1496587,1.36877637165667,0.316226,1.59471810520283,akk
no,412320,dt,fpj,zl,kc,3.32,0,ptn,e2,urz,0.3,xp,9.2403549,1.34728121567602,0.316226,1.63516176312867,ntg
no,288575,rz,fpj,fv,kc,2,0,ndk,e2,ghz,1.2,rw,13.17747,1.40619401649356,0.445425,1.66562061258508,akk
no,126320,rh,fpj,wh,kc,3.32,0,ndk,e2,urz,0.2,xp,1.3323393,1.35999294264423,0.316226,1.66421115512035,bhe
no,407605,xy,fpj,zl,kc,3,0,ptn,e6,urz,0.3,xp,4.1042325,1.36877637165667,0.400004,1.69619494938548,bhe
no,330470,eb,fpj,wh,kc,3.61,0,ndk,e2,zgp,0,xp,2.0263786,1.41218312764452,0.400004,2.0764475643938,bhe
no,190541,cu,fpj,wh,kc,2.45,0,ndk,e2,zgp,0.6,xp,3.3750068,1.36193976451244,0.316226,1.56211236078703,bhe
yes,378695,dt,fpj,sv,kc,3.16,1,ptn,e2,urz,0,rw,1.3858407,1.38210771151283,0.374171,1.91271096678436,bhe
no,404309,xy,fpj,uz,kc,3.46,0,ndk,e2,urz,0.5,rw,2.4829488,1.37455885815835,0.316226,1.75522501376182,bhe
no,537588,eb,cqy,wr,kc,2.65,0,ptn,e5,urz,0.6,ii,1.3334854,1.30166454395918,0.316226,1.59105330789732,bhe
no,308744,xy,fpj,zl,kc,3.32,0,ndk,e2,ghz,0,xp,3.8570379,1.36851015521846,0.316226,1.70083914259134,bhe
no,130299,dt,fpj,sv,kc,3.32,0,ndk,e2,zgp,0.5,rw,5.2000912,1.3850938385195,0.374171,1.7826100316028,bhe
no,523314,xy,afs,wh,kc,3.74,0,ndk,e2,pxe,0.4,xp,1.2510651,1.32924142965554,0.316226,1.79692714569195,bhe
no,63513,xy,fpj,sv,kc,3.16,0,ndk,e2,zgp,0.1,rw,2.0400506,1.352134400937,0.316226,1.61992007441516,ntg
no,121443,rh,fpj,wh,kc,3,0,ndk,e2,ghz,0.3,xp,8.8692476,1.32558030185306,0.424271,2.01754862125512,akk
no,309292,cu,cqy,zl,je,2.65,0,ndk,e2,urz,0.3,xp,3.1812102,1.36193976451244,0.316226,1.59721736194633,bhe
no,468384,mf,fpj,zl,kc,2.65,0,ndk,e2,ghz,1.2,xp,10.764972,1.32404431427847,0.387302,1.74930114765255,bhe
no,590191,eb,cqy,ld,kc,0,0,ndk,e2,ghz,0.3,rw,3.7006566,1.37443299498061,0.39975,1.52768131779048,bhe
yes,329620,xy,cqy,wh,kc,3.32,0,ndk,e1,pxe,0.3,xp,5.2030804,1.30330893386272,0.316226,1.66725694963082,akk
no,309037,cu,cqy,fw,kc,3.61,1,ndk,e2,ghz,0.7,xp,4.6206387,1.28878929095102,0.316226,1.71609475553495,bhe
yes,380205,xy,cqy,zl,je,3.32,0,ndk,e2,zgp,0.4,ii,2.0023421,1.39242862930839,0.374171,1.72404342594411,akk
no,416113,xy,fpj,wh,kc,3.74,0,ndk,e2,urz,0.2,xp,11.11798,1.31447453616524,0.400004,1.89975976220348,akk
yes,74930,mf,fpj,wh,kc,3.61,0,ptn,e2,zgp,0.4,xp,4.3797229,1.32558030185306,0.447206,2.15992436118198,akk
no,248378,rh,fpj,wh,kc,3.16,0,ndk,e2,urz,0.2,xp,0.29627378,1.36661320093954,0.374171,1.67207989240511,akk
no,100463,cu,fpj,zl,kc,3,0,ndk,e2,urz,0.2,xp,1.1578172,1.37443299498061,0.316071,1.67781703783758,bhe
no,236830,xy,fpj,wg,kc,3.46,0,ndk,e2,pxe,0,rw,4.6070948,1.37549098080702,0.316226,1.75078441420258,akk
no,313119,xy,fpj,zl,je,3.74,0,ndk,e2,urz,0.4,xp,11.108424,1.32848360098349,0.374171,1.92488700256539,akk
no,102207,cu,fpj,uz,kc,3.16,0,ndk,e2,zgp,0.3,rw,5.9985941,1.40865292182218,0.387302,1.90094428024429,akk
no,29009,cu,fpj,zl,kc,3.46,0,ndk,e2,zgp,0.4,xp,2.8670261,1.37081670414263,0.400004,1.7936402117017,bhe
no,16544,xy,fpj,kd,je,2.65,0,ndk,e2,pxe,0,rw,2.9556622,1.40497365106486,0.400004,1.59248258404157,ywh
no,289672,cu,cqy,zl,kc,0,0,ndk,e2,pxe,0,xp,6.4638407,1.28372509120165,0.315278,1.38381879998773,ntg
no,429044,xy,fpj,zl,kc,3.16,0,ndk,e2,zgp,1,xp,8.1788089,1.40865292182218,0.387302,1.89565447265501,akk
no,44944,xy,cqy,uz,kc,3.16,1,ndk,e2,ghz,0.5,rw,0.35024023,1.39075960119737,0.374171,1.72192297427064,ntg
no,572690,xy,cqy,zl,kc,3.61,0,ndk,e2,urz,0.6,xp,3.2024917,1.36193976451244,0.316226,1.74598979522409,bhe
no,412611,rz,fpj,sv,kc,3.32,1,ndk,e2,urz,1.6,rw,10.366973,1.4300013683255,0.400004,1.95815325251721,bhe
no,277716,cu,fpj,zl,kc,2,0,ndk,e2,urz,0.5,xp,8.3454069,1.36646188510049,0.316071,1.51468975383239,ntg
no,445441,xy,cqy,wh,kc,2.83,0,ndk,e2,urz,0,rw,4.3214622,1.36193976451244,0.316226,1.61056942169001,bhe
no,281635,cu,cqy,zl,kc,1.73,0,ndk,e2,zgp,1,xp,8.6434115,1.36673821061022,0.360557,1.57434939331285,bhe
yes,279042,mf,fpj,ld,je,2.45,1,ndk,e2,ghz,0.3,rw,9.2743429,1.54176047360537,0.529156,2.01067721399623,akk
no,585718,xy,fpj,wh,je,3.74,0,ptn,e2,urz,0.4,xp,5.3568252,1.34985359130219,0.400004,1.85589095485117,bhe
yes,87525,dt,afs,zl,kc,2.24,0,ndk,e8,urz,1,xp,7.6440615,1.39749929124711,0.374171,1.59340176583032,bhe
no,555353,be,afs,sv,kc,3.61,0,ndk,e2,urz,0.3,rw,5.305846,1.40100354287549,0.424271,2.14706879817628,akk
yes,568093,cu,fpj,wr,je,3.61,1,ndk,e2,pxe,0,xp,9.9652101,1.32756243302541,0.374171,1.96414276893899,akk
no,553664,dt,fpj,sv,kc,3.61,1,ndk,e2,urz,1.2,rw,2.2873078,1.35986969267166,0.374171,1.81321111634282,akk
no,475678,eb,fpj,wh,kc,3.32,0,ndk,e2,urz,0,rw,8.7228819,1.42719071212947,0.447206,1.92827183618869,bhe
no,370887,rh,fpj,zl,kc,2.65,0,ndk,e2,ghz,0.3,xp,9.0111295,1.38171552612906,0.399874,1.68703745159908,bhe
no,190772,xy,fpj,zl,kc,3,0,ndk,e2,zgp,0,xp,4.5476768,1.4141276003792,0.400004,1.78305032051138,akk
no,12396,cu,fpj,zl,kc,1.73,0,ptn,e2,zgp,0.4,wp,4.496189,1.30330893386272,0.316071,1.49932682082406,ntg
no,19304,rh,fpj,wh,kc,2.24,0,ndk,e2,ghz,0.5,xp,6.9720085,1.30414004498471,0.316071,1.59701775365162,bhe
no,117725,xy,fpj,zl,kc,2.24,0,ndk,e2,ghz,1.5,wp,0.36239407,1.32711559832736,0.374171,1.70967689446989,bhe
yes,168886,xy,fxb,hh,kc,3.61,0,ndk,e1,urz,0,df,6.2844568,1.45629598177133,0.447206,2.47883856598577,akk
no,449923,rh,rmv,zl,kc,3.16,0,ndk,e2,ghz,0.6,rw,1.8925617,1.32984286808085,0.374171,1.91273371733074,bhe
no,65338,cu,cqy,zl,kc,3.32,0,ndk,e2,ghz,0.2,xp,3.4484632,1.34728121567602,0.316226,1.63331078537715,ntg
no,6819,cu,cqy,sv,kc,3.16,0,ndk,e2,urz,0.3,xp,15.347223,1.35833863709556,0.316226,1.65692569120141,bhe
yes,550461,xy,fpj,wr,kc,1.41,0,ndk,e2,pxe,0.2,wp,7.1338653,1.34057986286861,0.445976,1.62334134460242,akk
no,525732,cu,fpj,uz,je,3.46,0,ndk,e2,urz,0.2,rw,5.1263505,1.36661320093954,0.374171,1.72743459555047,akk
yes,420094,rz,afs,zl,kc,3,0,ptn,e2,urz,0.9,xp,3.5463316,1.32984286808085,0.374171,1.86741898075428,bhe
yes,142715,rh,cqy,wr,kc,3.61,1,ndk,e3,zgp,0.4,xp,1.5272939,1.42249597268383,0.447206,2.1602937390454,akk
yes,381143,rz,fpj,zl,kc,2.83,0,ptn,e3,urz,1.5,ii,3.7008386,1.44821984577589,0.616435,2.18804200726915,bhe
no,582950,xy,fpj,wh,kc,2.65,0,ndk,e2,zgp,0,xp,1.7728788,1.41291682885743,0.424271,1.71569011730433,bhe
no,202480,xy,afs,sv,je,3.74,0,ndk,e2,urz,0.7,rw,4.9540497,1.43011405958757,0.374171,1.83821164817397,ywh
no,258841,cu,fpj,zl,kc,3.16,0,ndk,e2,urz,0,xp,5.8845755,1.30083230545165,0.374171,1.6762774864922,akk
no,312553,cu,fpj,zl,je,3.32,0,ndk,e2,zgp,0,xp,2.2224923,1.38143671580053,0.316226,1.72811159740577,akk
yes,171711,cu,cqy,wr,kc,3.32,1,ndk,e1,pxe,0.4,xp,3.4015088,1.31032482838965,0.316226,1.75000036247881,bhe
no,256837,xy,fpj,wh,kc,2.24,1,ndk,e2,urz,0.2,xp,8.5546499,1.3788067463233,0.316071,1.55814665514686,akk
yes,387463,dt,fpj,zl,je,2.83,1,ndk,e3,urz,0,xp,2.8973246,1.38327944120455,0.500008,1.96002844908515,akk
no,89704,eb,fpj,zl,kc,3.32,0,ndk,e2,ghz,0.4,xp,7.6052842,1.36877637165667,0.316226,1.66386637154784,akk
no,439118,xy,fpj,wh,je,3.74,0,ndk,e2,ghz,0.1,rw,9.7076701,1.35833863709556,0.400004,1.95591270435741,akk
no,138355,rh,cqy,kd,kc,3.16,0,ndk,e2,zgp,0,xp,9.4050332,1.32481276264143,0.374171,1.74870028498762,akk
yes,355416,eb,fpj,uz,kc,3.32,1,ndk,e2,zgp,0.2,rw,8.3762221,1.50050018932092,0.489894,2.30936618376598,bhe
yes,439800,rh,fpj,zl,kc,2.65,0,ndk,e2,urz,0,ii,7.444377,1.34205176086935,0.424271,1.88122398340117,akk
no,351236,rh,fpj,wh,je,3.46,1,ndk,e6,zgp,0,ii,8.0348513,1.35986969267166,0.316226,1.75699096176949,bhe
yes,383869,rh,cqy,wh,je,3.32,1,ndk,e2,urz,0.2,xp,2.4877253,1.42284549792647,0.400004,1.78161023388804,akk
no,379341,dt,cqy,zl,kc,0,0,ndk,e2,ghz,1.1,xp,7.8100438,1.3774821413322,0.316071,1.43272665698812,ntg
no,589339,xy,fpj,zl,kc,3.61,0,ndk,e2,urz,0,xp,6.0656282,1.34728121567602,0.316226,1.73915983705305,ntg
no,465653,xy,afs,uz,kc,3,1,ndk,e2,zgp,0,rw,6.624208,1.37443299498061,0.316071,1.65985858049409,ntg
no,346702,xy,cqy,wh,kc,3.32,0,ndk,e2,ghz,0.1,xp,6.4738126,1.29445233005937,0.316226,1.71857502143292,bhe
yes,24144,eb,fpj,zl,kc,2.83,1,ndk,e5,ghz,0.3,wp,3.5669733,1.4024850751943,0.360557,1.64059323471946,ywh
no,304830,mf,fpj,fv,kc,3.61,0,ndk,e2,zgp,0.5,rw,9.1217232,1.41218312764452,0.400004,2.00481263767879,akk
